Record_ID,Complaint_ID,Date_Received,Received_Year,Product_Name,Product,Issue,Company,State_Name,Portals,Company_Response_to_Consumer,Timely_Response
8852,575239,10/29/2015,2015,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",USAA Savings,UT,Web,Closed with monetary relief,Yes
8853,575240,10/29/2015,2015,Credit card,Not Specified,Billing disputes,Synchrony Financial,NJ,Web,Closed with explanation,Yes
8854,575242,10/29/2015,2015,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,"Fay Servicing, LLC",NJ,Web,Closed with explanation,Yes
8855,575251,10/29/2015,2015,Bank account or service,Checking account,"Account opening, closing, or management",JPMorgan Chase & Co.,TX,Referral,Closed with explanation,Yes
8856,575256,10/29/2015,2015,Student loan,Non-federal student loan,Repaying your loan,"Navient Solutions, Inc.",WI,Web,Closed with monetary relief,Yes
8857,575277,10/29/2015,2015,Bank account or service,Checking account,"Making/receiving payments, sending money",PNC Bank N.A.,DC,Phone,Closed with explanation,Yes
8858,575288,10/29/2015,2015,Student loan,Non-federal student loan,Repaying your loan,"Navient Solutions, Inc.",OH,Web,Closed with explanation,Yes
8859,575300,10/29/2015,2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Ditech Financial LLC,NJ,Web,Closed with explanation,Yes
8860,575386,10/29/2015,2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ocwen,MN,Postal mail,Closed with explanation,Yes
8861,575393,10/29/2015,2015,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",Bank of America,SC,Web,Closed with explanation,Yes
8862,575405,10/29/2015,2015,Bank account or service,Other bank product/service,Deposits and withdrawals,PNC Bank N.A.,MI,Referral,Closed with explanation,Yes
8863,575407,10/29/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,"Weltman, Weinberg & Reis",GA,Web,Closed with explanation,Yes
8864,575418,10/29/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,The Phoenix Recovery Group,TX,Phone,Closed with non-monetary relief,Yes
8865,575421,10/29/2015,2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ocwen,NY,Referral,Closed with explanation,Yes
8866,575432,10/29/2015,2015,Bank account or service,Savings account,Using a debit or ATM card,"SunTrust Banks, Inc.",MD,Web,Closed with explanation,Yes
8867,575441,10/29/2015,2015,Debt collection,Auto,Cont'd attempts collect debt not owed,Santander Consumer USA Holdings Inc,AL,Postal mail,Closed with explanation,Yes
8868,575456,10/29/2015,2015,Consumer Loan,Vehicle loan,Managing the loan or lease,Bank of America,IA,Web,Closed with explanation,Yes
8869,575475,10/29/2015,2015,Debt collection,I do not know,Communication tactics,Stellar Recovery Inc.,MA,Web,Closed with explanation,Yes
8870,575476,10/29/2015,2015,Credit reporting,Not Specified,Unable to get credit report/credit score,Equifax,SC,Web,Closed with non-monetary relief,Yes
8871,576740,10/29/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,Experian,IL,Web,Closed with non-monetary relief,Yes
8872,576741,10/29/2015,2015,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",Bank of America,FL,Referral,Closed with explanation,Yes
8873,576995,10/29/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,"TaxServ, LLC",FL,Web,Closed with explanation,No
8874,577044,10/29/2015,2015,Credit card,Not Specified,Billing disputes,Capital One,IL,Web,Closed with explanation,Yes
8875,579177,10/31/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",TX,Referral,Closed with non-monetary relief,Yes
8876,580316,10/31/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,Experian,NJ,Web,Closed with non-monetary relief,Yes
8877,580321,10/31/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,"Herbert P. Sears Co., Inc.",CA,Web,Closed with explanation,Yes
8878,580354,10/31/2015,2015,Money transfers,Domestic (US) money transfer,Incorrect/missing disclosures or info,PNC Bank N.A.,NJ,Web,Closed with explanation,Yes
8879,580360,10/31/2015,2015,Debt collection,I do not know,Communication tactics,"Oxford Law, LLC",MN,Web,Closed with non-monetary relief,Yes
8880,580368,10/31/2015,2015,Credit reporting,Not Specified,Unable to get credit report/credit score,Experian,RI,Web,Closed with non-monetary relief,Yes
8881,580386,10/31/2015,2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,TX,Phone,Closed with explanation,Yes
8882,580399,10/31/2015,2015,Money transfers,International money transfer,Money was not available when promised,The Western Union Company,AZ,Phone,Closed with explanation,Yes
8883,580414,10/31/2015,2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,"The CBE Group, Inc.",IL,Referral,Closed with explanation,Yes
8884,580438,10/31/2015,2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Deca Financial Services LLC,IN,Web,Closed with explanation,Yes
8885,580448,10/31/2015,2015,Bank account or service,Checking account,Deposits and withdrawals,Wells Fargo & Company,CA,Phone,Closed with explanation,Yes
8886,580449,10/31/2015,2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",HSBC North America Holdings Inc.,NJ,Referral,Closed with explanation,Yes
8887,580473,10/31/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,TX,Referral,Closed with explanation,Yes
8888,580482,10/31/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Integrity Solution Services, Inc.",NY,Referral,Closed with explanation,Yes
8889,580486,10/31/2015,2015,Debt collection,Credit card,Taking/threatening an illegal action,Citibank,PA,Web,Closed with non-monetary relief,Yes
8890,580487,10/31/2015,2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,"PayPal Holdings, Inc.",PA,Web,Closed with explanation,Yes
8891,580771,11/1/2015,2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,MI,Postal mail,Closed with explanation,Yes
8892,580779,11/1/2015,2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Santander Bank US,MA,Web,Closed with explanation,Yes
8893,580780,11/1/2015,2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ocwen,VA,Referral,Closed,Yes
8894,580829,11/1/2015,2015,Credit card,Not Specified,Delinquent account,Oliphant Financial Corporation,MO,Web,Closed with explanation,Yes
8895,580838,11/1/2015,2015,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,"Arnold Scott Harris, P.C.",IL,Web,Closed with explanation,Yes
8896,580854,11/1/2015,2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,NE,Fax,Closed with explanation,Yes
8897,580855,11/1/2015,2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,AZ,Web,Closed with explanation,Yes
8898,580890,11/1/2015,2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,"Cavalry Investments, LLC",NJ,Referral,Closed with explanation,Yes
8899,580898,11/1/2015,2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Ocwen,TN,Web,Closed with explanation,Yes
8900,580904,11/1/2015,2015,Mortgage,Reverse mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,CA,Referral,Closed with explanation,Yes
8901,580910,11/1/2015,2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ditech Financial LLC,CA,Referral,Closed with explanation,Yes
8902,580922,11/1/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",IN,Postal mail,Closed with explanation,Yes
8903,580923,11/1/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,Experian,IN,Postal mail,Closed with non-monetary relief,Yes
8904,580928,11/1/2015,2015,Mortgage,Other mortgage,Other,"Select Portfolio Servicing, Inc",FL,Referral,Closed with explanation,Yes
8905,580929,11/1/2015,2015,Credit reporting,Not Specified,Unable to get credit report/credit score,Experian,TX,Web,Closed with non-monetary relief,Yes
8906,580950,11/1/2015,2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure","Servis One, Inc.",GA,Web,Closed with explanation,Yes
8907,580982,11/1/2015,2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ocwen,CA,Referral,Closed with explanation,Yes
8908,580990,11/1/2015,2015,Debt collection,Credit card,Communication tactics,Citibank,LA,Postal mail,Closed with non-monetary relief,Yes
8909,581010,11/1/2015,2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Banco Popular North America,FL,Referral,Closed with explanation,Yes
8910,581023,11/1/2015,2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Ditech Financial LLC,NC,Referral,Closed with explanation,Yes
8911,581024,11/1/2015,2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Bank of America,Unknown,Referral,Closed with explanation,Yes
8912,581027,11/1/2015,2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Bank of America,IA,Referral,Closed with explanation,Yes
8913,581028,11/1/2015,2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",PNC Bank N.A.,MD,Referral,Closed with explanation,Yes
8914,581031,11/1/2015,2015,Bank account or service,Checking account,"Account opening, closing, or management",Wells Fargo & Company,FL,Referral,Closed with non-monetary relief,Yes
8915,581036,11/1/2015,2015,Bank account or service,Checking account,Deposits and withdrawals,Bank of America,NJ,Referral,Closed with monetary relief,Yes
8916,581040,11/1/2015,2015,Bank account or service,Checking account,"Account opening, closing, or management",JPMorgan Chase & Co.,TX,Referral,Closed with explanation,Yes
8917,581061,11/1/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",TX,Postal mail,Closed with explanation,Yes
8918,581090,11/1/2015,2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Nationstar Mortgage,CA,Web,Closed with explanation,Yes
8919,581127,11/1/2015,2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Flagstar Bank,GA,Web,Closed with explanation,Yes
8920,581128,11/1/2015,2015,Mortgage,VA mortgage,"Loan modification,collection,foreclosure","SunTrust Banks, Inc.",GA,Web,Closed with explanation,Yes
8921,581142,11/1/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",VA,Web,Closed with explanation,Yes
8922,581144,11/1/2015,2015,Credit card,Not Specified,Transaction issue,JPMorgan Chase & Co.,CA,Fax,Closed with explanation,Yes
8923,581149,11/1/2015,2015,Consumer Loan,Installment loan,Taking out the loan or lease,PNC Bank N.A.,IL,Web,Closed,Yes
8924,581226,11/1/2015,2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase & Co.,MH,Web,Closed with explanation,Yes
8925,581227,11/1/2015,2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,The Law Firm of Allan C. Smith,PA,Web,Closed with explanation,Yes
8926,581252,11/1/2015,2015,Debt collection,Credit card,Disclosure verification of debt,"Weltman, Weinberg & Reis",OH,Web,Closed with explanation,Yes
8927,581253,11/1/2015,2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Ocwen,IL,Web,Closed with explanation,Yes
8928,581261,11/1/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"CCS Financial Services, Inc.",FL,Web,Closed with non-monetary relief,Yes
8929,581263,11/1/2015,2015,Student loan,Non-federal student loan,Problems when you are unable to pay,Wells Fargo & Company,IL,Web,Closed with explanation,Yes
8930,581268,11/1/2015,2015,Credit card,Not Specified,APR or interest rate,Citibank,NE,Web,Closed with explanation,Yes
8931,581291,11/1/2015,2015,Credit reporting,Not Specified,Improper use of my credit report,"TransUnion Intermediate Holdings, Inc.",OH,Referral,Closed with explanation,Yes
8932,581350,11/1/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Afni, Inc.",SC,Referral,Closed with explanation,Yes
8933,581357,11/1/2015,2015,Credit card,Not Specified,Identity theft / Fraud / Embezzlement,JPMorgan Chase & Co.,IL,Referral,Closed with explanation,Yes
8934,581402,11/1/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Aargon Agency, Inc.",NM,Web,Closed,Yes
8935,581412,11/1/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",CA,Referral,Closed with explanation,Yes
8936,581456,11/1/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,IN,Referral,Closed with explanation,Yes
8937,581475,11/1/2015,2015,Debt collection,I do not know,Disclosure verification of debt,"Frontline Asset Strategies, LLC",NY,Referral,Closed with non-monetary relief,Yes
8938,581476,11/1/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Franklin Collection Service, Inc.",MI,Referral,Closed with explanation,Yes
8939,581501,11/1/2015,2015,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",Residential Credit Solutions,TX,Web,Closed with explanation,No
8940,581504,11/1/2015,2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",M&T Bank Corporation,FL,Phone,Closed with explanation,Yes
8941,581506,11/1/2015,2015,Student loan,Non-federal student loan,Repaying your loan,"Navient Solutions, Inc.",NE,Web,Closed with non-monetary relief,Yes
8942,581507,11/1/2015,2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Citibank,NY,Web,Closed with explanation,Yes
8943,581558,11/1/2015,2015,Debt collection,Mortgage,Disclosure verification of debt,Finance of America Reverse LLC,LA,Referral,Closed with explanation,Yes
8944,581570,11/1/2015,2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,OR,Web,Closed with explanation,Yes
8945,581572,11/1/2015,2015,Debt collection,I do not know,False statements or representation,Accurate Financial Partners,IL,Web,Closed with monetary relief,Yes
8946,581592,11/1/2015,2015,Credit card,Not Specified,Transaction issue,Amex,GA,Web,Closed with explanation,Yes
8947,581610,11/1/2015,2015,Mortgage,Other mortgage,Other,Ocwen,OK,Referral,Closed with explanation,Yes
8948,581613,11/1/2015,2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,"Diversified Consultants, Inc.",CT,Web,Closed with explanation,Yes
8949,581615,11/1/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,NC,Web,Closed with explanation,Yes
8950,581646,11/1/2015,2015,Credit card,Not Specified,Other,Synchrony Financial,MI,Referral,Closed with non-monetary relief,Yes
8951,581679,11/1/2015,2015,Bank account or service,Checking account,"Account opening, closing, or management",PNC Bank N.A.,MI,Referral,Closed with non-monetary relief,Yes
8952,581705,11/1/2015,2015,Consumer Loan,Vehicle lease,Managing the loan or lease,Ally Financial Inc.,OH,Phone,Closed with explanation,Yes
8953,581709,11/1/2015,2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,TX,Web,Closed with explanation,Yes
8954,581723,11/1/2015,2015,Debt collection,I do not know,Disclosure verification of debt,"Stevens Business Service, Inc.",NY,Postal mail,Closed with explanation,Yes
8955,581788,11/1/2015,2015,Consumer Loan,Vehicle loan,Managing the loan or lease,JPMorgan Chase & Co.,PA,Phone,Closed with explanation,Yes
8956,581842,11/1/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",TX,Postal mail,Closed with explanation,Yes
8957,581899,11/1/2015,2015,Bank account or service,Checking account,Deposits and withdrawals,JPMorgan Chase & Co.,AZ,Phone,Closed with monetary relief,Yes
8958,581904,11/1/2015,2015,Debt collection,Medical,Cont'd attempts collect debt not owed,"APEX Asset Management, LLC",NH,Web,Closed with explanation,No
8959,581909,11/1/2015,2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",Wells Fargo & Company,CA,Postal mail,Closed with explanation,Yes
8960,581939,11/1/2015,2015,Bank account or service,Savings account,"Account opening, closing, or management",U.S. Bancorp,Unknown,Web,Closed with non-monetary relief,Yes
8961,581945,11/1/2015,2015,Credit card,Not Specified,Billing statement,Fifth Third Financial Corporation,IL,Referral,Closed with explanation,Yes
8962,581964,11/1/2015,2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Ocwen,FL,Web,Closed with explanation,Yes
8963,581970,11/1/2015,2015,Debt collection,Auto,Communication tactics,Radius Global Solutions LLC,OH,Web,Closed with explanation,Yes
8964,581974,11/1/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,"MNE Services, Inc",NY,Web,Closed with non-monetary relief,Yes
8965,582019,11/1/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,"Aldous & Associates, PLLC",PA,Web,Closed,Yes
8966,582104,11/1/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,"National Credit Systems,Inc.",KY,Web,Closed with explanation,Yes
8967,582150,11/1/2015,2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Wells Fargo & Company,CA,Web,Closed with explanation,Yes
8968,582177,11/1/2015,2015,Mortgage,Other mortgage,"Application, originator, mortgage broker","Select Portfolio Servicing, Inc",WA,Web,Closed with explanation,Yes
8969,582209,11/1/2015,2015,Credit card,Not Specified,Other,U.S. Bancorp,CA,Web,Closed with explanation,Yes
8970,582348,11/1/2015,2015,Debt collection,Credit card,Communication tactics,Banco Popular de Puerto Rico,Unknown,Phone,Closed with explanation,Yes
8971,582350,11/1/2015,2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,"Portfolio Recovery Associates, Inc.",NJ,Web,Closed with non-monetary relief,Yes
8972,582370,11/1/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Monarch Recovery Holdings, Inc.",CA,Phone,Closed with non-monetary relief,Yes
8973,582398,11/1/2015,2015,Credit card,Not Specified,Credit determination,Capital One,MO,Postal mail,Closed with explanation,Yes
8974,582403,11/1/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,"Fidelity National Information Services, Inc. (FNIS)",OH,Postal mail,Closed with explanation,Yes
8975,582424,11/1/2015,2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",Ocwen,CA,Web,Closed with explanation,Yes
8976,582711,11/1/2015,2015,Credit reporting,Not Specified,Credit reporting company's investigation,Experian,DE,Web,Closed with explanation,Yes
8977,582726,11/1/2015,2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",Ocwen,TX,Referral,Closed with explanation,Yes
8978,582884,11/1/2015,2015,Credit reporting,Not Specified,Improper use of my credit report,Equifax,TN,Web,Closed with explanation,Yes
8979,582886,11/1/2015,2015,Credit card,Not Specified,Credit card protection / Debt protection,"PayPal Holdings, Inc.",CO,Web,Closed with explanation,Yes
8980,582888,11/1/2015,2015,Mortgage,Other mortgage,Other,Astoria Bank,NY,Referral,Closed with explanation,Yes
8981,582905,11/1/2015,2015,Bank account or service,Checking account,"Account opening, closing, or management",Wells Fargo & Company,IA,Referral,Closed with explanation,Yes
8982,582927,11/1/2015,2015,Bank account or service,Savings account,Deposits and withdrawals,Navy FCU,FL,Referral,Closed with explanation,Yes
8983,582933,11/1/2015,2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",BB&T Financial,MD,Referral,Closed with explanation,Yes
8984,582943,11/1/2015,2015,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",BankUnited,NJ,Referral,Closed with explanation,Yes
8985,582975,11/1/2015,2015,Bank account or service,Checking account,"Account opening, closing, or management",Capital One,VT,Referral,Closed with explanation,Yes
8986,582986,11/1/2015,2015,Bank account or service,Savings account,"Account opening, closing, or management",HSBC North America Holdings Inc.,NY,Referral,Closed with monetary relief,Yes
8987,583015,11/1/2015,2015,Bank account or service,Checking account,"Account opening, closing, or management",Fifth Third Financial Corporation,OH,Referral,Closed with explanation,Yes
8988,583119,11/1/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,"Fidelity National Information Services, Inc. (FNIS)",MO,Postal mail,Closed with explanation,Yes
8989,583131,11/1/2015,2015,Debt collection,Mortgage,Disclosure verification of debt,Wells Fargo & Company,DE,Postal mail,Closed with explanation,Yes
8990,583132,11/1/2015,2015,Debt collection,Mortgage,Disclosure verification of debt,Wells Fargo & Company,DE,Postal mail,Closed with explanation,Yes
8991,583181,11/1/2015,2015,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,Selene Finance,PA,Web,Closed with explanation,Yes
8992,580817,11/2/2015,2015,Credit reporting,Not Specified,Unable to get credit report/credit score,Equifax,NY,Web,Closed with non-monetary relief,Yes
8993,581159,11/2/2015,2015,Debt collection,Credit card,Taking/threatening an illegal action,"Eltman Law, P.C.",NY,Web,Closed with explanation,Yes
8994,582237,11/2/2015,2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,"Cascade Capital, LLC",CO,Web,Closed with explanation,Yes
8995,582439,11/2/2015,2015,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",PHH Mortgage,VA,Web,Closed with explanation,Yes
8996,582454,11/2/2015,2015,Bank account or service,Checking account,Deposits and withdrawals,BB&T Financial,SC,Web,Closed with explanation,Yes
8997,582456,11/2/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,"MNE Services, Inc",WI,Web,Closed with explanation,Yes
8998,582458,11/2/2015,2015,Student loan,Non-federal student loan,Repaying your loan,"Navient Solutions, Inc.",MA,Web,Closed with explanation,Yes
8999,582462,11/2/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Credit Protection Association, L.P.",MI,Web,Closed with explanation,Yes
9000,582473,11/2/2015,2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",Ocwen,CA,Web,Closed with explanation,Yes
9001,582484,11/2/2015,2015,Debt collection,Medical,Improper contact or sharing of info,"Allied Collection Services, Inc. (Nevada)",NV,Web,Closed with explanation,Yes
9002,582492,11/2/2015,2015,Credit card,Not Specified,Other fee,Citibank,FL,Web,Closed with explanation,Yes
9003,582494,11/2/2015,2015,Credit card,Not Specified,Late fee,Bank of America,HI,Web,Closed with explanation,Yes
9004,582497,11/2/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,MO,Web,Closed with explanation,Yes
9005,582500,11/2/2015,2015,Debt collection,Credit card,Communication tactics,Resurgent Capital Services L.P.,NJ,Web,Closed with explanation,Yes
9006,582514,11/2/2015,2015,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",Bank of America,FL,Web,Closed with explanation,Yes
9007,582521,11/2/2015,2015,Debt collection,Medical,False statements or representation,"Dominion Law Associates, P.L.L.C.",VA,Web,Closed with explanation,Yes
9008,582531,11/2/2015,2015,Bank account or service,Checking account,"Making/receiving payments, sending money",Bank of America,NY,Web,Closed with non-monetary relief,Yes
9009,582534,11/2/2015,2015,Credit card,Not Specified,Transaction issue,Capital One,FL,Web,Closed with non-monetary relief,Yes
9010,582551,11/2/2015,2015,Debt collection,Credit card,Communication tactics,"Expert Global Solutions, Inc.",PA,Web,Closed with explanation,Yes
9011,582558,11/2/2015,2015,Debt collection,Credit card,Communication tactics,"Portfolio Recovery Associates, Inc.",IN,Web,Closed with non-monetary relief,Yes
9012,582562,11/2/2015,2015,Consumer Loan,Vehicle loan,Managing the loan or lease,Wells Fargo & Company,NC,Web,Closed with explanation,Yes
9013,582708,11/2/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Commercial Recovery Systems,NV,Web,Closed,No
9014,587190,11/6/2015,2015,Debt collection,Medical,False statements or representation,"Medical Data Systems, Inc.",MO,Web,Closed with explanation,Yes
9015,587196,11/6/2015,2015,Credit card,Not Specified,Delinquent account,Capital One,VA,Web,Closed with non-monetary relief,Yes
9016,587206,11/6/2015,2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",Bank of America,PA,Phone,Closed with explanation,Yes
9017,587211,11/6/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,"TransUnion Intermediate Holdings, Inc.",TX,Postal mail,Closed with explanation,Yes
9018,587219,11/6/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,"Harley-Davidson Financial Services, Inc.",TX,Postal mail,Closed with explanation,No
9019,587221,11/6/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,Experian,TX,Postal mail,Closed with explanation,Yes
9020,587229,11/6/2015,2015,Bank account or service,Checking account,"Account opening, closing, or management",TD Bank US Holding Company,NY,Phone,Closed with explanation,Yes
9021,587230,11/6/2015,2015,Debt collection,I do not know,Improper contact or sharing of info,Citibank,CA,Web,Closed with explanation,Yes
9022,587236,11/6/2015,2015,Credit card,Not Specified,Rewards,TD Bank US Holding Company,NH,Web,Closed with non-monetary relief,Yes
9023,587304,11/6/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,NY,Web,Closed with non-monetary relief,Yes
9024,587310,11/6/2015,2015,Credit card,Not Specified,Billing disputes,Fifth Third Financial Corporation,FL,Web,Closed with explanation,Yes
9025,587316,11/6/2015,2015,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,"Hunter Warfield, Inc.",MI,Postal mail,Closed with explanation,Yes
9026,587318,11/6/2015,2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",Wells Fargo & Company,PA,Fax,Closed with explanation,Yes
9027,587321,11/6/2015,2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",TD Bank US Holding Company,ME,Postal mail,Closed with non-monetary relief,Yes
9028,587363,11/6/2015,2015,Bank account or service,Checking account,"Making/receiving payments, sending money",Capital One,KY,Fax,Closed with monetary relief,Yes
9029,587365,11/6/2015,2015,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure","Carrington Mortgage Holdings, LLC.",OH,Web,Closed with non-monetary relief,Yes
9030,587366,11/6/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,Experian,MI,Web,Closed with non-monetary relief,Yes
9031,587554,11/6/2015,2015,Debt collection,I do not know,Disclosure verification of debt,Encore Capital Group,MN,Referral,Closed with explanation,Yes
9032,587566,11/6/2015,2015,Debt collection,Medical,Communication tactics,"Medical Data Systems, Inc.",GA,Referral,Closed with explanation,Yes
9033,587587,11/6/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,CA,Referral,Closed with non-monetary relief,Yes
9034,587658,11/6/2015,2015,Debt collection,Credit card,False statements or representation,Encore Capital Group,TX,Web,Closed with explanation,Yes
9035,587667,11/6/2015,2015,Debt collection,I do not know,Communication tactics,"Dynamic Recovery Solutions, LLC",MD,Web,Closed with explanation,Yes
9036,587673,11/6/2015,2015,Credit reporting,Not Specified,Incorrect information on credit report,Equifax,CA,Referral,Closed with explanation,Yes
9037,587740,11/6/2015,2015,Consumer Loan,Installment loan,Taking out the loan or lease,Quicken Loans,PA,Web,Closed with explanation,Yes
9038,587756,11/6/2015,2015,Bank account or service,Checking account,Deposits and withdrawals,People's United Bank,CT,Phone,Closed with explanation,Yes
9039,587770,11/6/2015,2015,Debt collection,Medical,Disclosure verification of debt,Grant & Weber,CA,Referral,Closed,Yes
9040,587780,11/6/2015,2015,Credit card,Not Specified,Credit determination,First National Bank of Omaha,FL,Phone,Closed with explanation,Yes
9041,587821,11/6/2015,2015,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",HSBC North America Holdings Inc.,OH,Web,Closed with explanation,Yes
9042,587832,11/6/2015,2015,Mortgage,FHA mortgage,Settlement process and costs,Cobalt Mortgage,AZ,Web,Closed with explanation,Yes
